Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
238,XGID=-BA-BEB---------a--cbbcca-:0:0:-1:44:0:0:3:0:8,9/5 6/2 4/Off(2),,,
238,XGID=-BA-BEB------------bc-cda-:0:0:1:00:0:0:3:0:8,,0.344,0.254,1.0
238,XGID=-BA-BEB------------bc-cda-:0:0:1:61:0:0:3:0:8,6/Off 1/Off,,,
238,XGID=-AA-BEA------------bc-cda-:0:0:-1:55:0:0:3:0:8,6/1 5/Off(3),,,
238,XGID=-AA-BEA------------a--cdb-:0:0:1:62:0:0:3:0:8,6/Off 2/Off,,,
238,XGID=-A--BE-------------a--cdb-:1:1:-1:D:0:0:3:0:8,,0.613,0.694,1.0
238,XGID=-A--BE-------------a--cdb-:1:1:-1:42:0:0:3:0:8,6/Off,,,
238,XGID=-A--BE----------------cdb-:1:1:1:51:0:0:3:0:8,5/Off 1/Off,,,
238,XGID=----BD----------------cdb-:1:1:-1:62:0:0:3:0:8,3/Off 2/Off,,,
238,XGID=----BD----------------bcb-:1:1:1:11:0:0:3:0:8,4/Off,,,
238,XGID=----AD----------------bcb-:1:1:-1:32:0:0:3:0:8,3/Off 2/Off,,,
238,XGID=----AD----------------abb-:1:1:1:63:0:0:3:0:8,5/2 5/Off,,,
238,XGID=--A-AB----------------abb-:1:1:-1:62:0:0:3:0:8,3/Off 2/Off,,,
238,XGID=--A-AB-----------------ab-:1:1:1:64:0:0:3:0:8,5/Off 4/Off,,,
238,XGID=--A--A-----------------ab-:1:1:-1:65:0:0:3:0:8,2/Off 1/Off,,,
238,XGID=--A--A------------------a-:2:-1:1:D:0:0:3:0:8,,0.056,0.111,1.0
238,XGID=--A--A------------------a-:2:-1:1:21:0:0:3:0:8,5/4 2/Off,,,
238,XGID=----A-------------------a-:2:-1:-1:D:0:0:3:0:8,,1.0,2.0,1.0
239,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
239,XGID=-b----E-C---eE---c-e----B-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
239,XGID=-b----EBB---eD---c-e----B-:0:0:-1:55:0:0:3:0:8,13/3(2),,,
239,XGID=-b----EBB---cD---c-e--b-B-:0:0:1:61:0:0:3:0:8,13/7 6/5,,,
239,XGID=-b---ADCB---cC---c-e--b-B-:0:0:-1:66:0:0:3:0:8,13/7(2) 8/2(2),,,
239,XGID=-b---ADCB---aC---abe--bbB-:0:0:1:63:0:0:3:0:8,13/7 8/5,,,
239,XGID=-b---BDDA---aB---abe--bbB-:0:0:-1:31:0:0:3:0:8,8/5 6/5,,,
239,XGID=-b---BDDA---aB----bdb-bbB-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
239,XGID=-b-B-BCD----aB----bdb-bbB-:0:0:-1:43:0:0:3:0:8,24/21 13/9,,,
239,XGID=-a-BaBCD-----B--a-bdb-bbB-:0:0:1:21:0:0:3:0:8,7/4*,,,
239,XGID=aa-BABCC-----B--a-bdb-bbB-:0:0:-1:53:0:0:3:0:8,Cannot Move,,,
239,XGID=aa-BABCC-----B--a-bdb-bbB-:0:0:1:32:0:0:3:0:8,24/21 6/4,,,
239,XGID=aa-BBBBC-----B--a-bdbAbbA-:0:0:-1:33:0:0:3:0:8,Cannot Move,,,
239,XGID=aa-BBBBC-----B--a-bdbAbbA-:0:0:1:D:0:0:3:0:8,,0.972,1.769,1.0
240,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
240,XGID=-b----E-C---eE---c-e----B-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
240,XGID=-b-B--D-B---eE---c-e----B-:0:0:-1:53:0:0:3:0:8,8/3 6/3,,,
240,XGID=-b-B--D-B---eE---b-d--b-B-:0:0:1:22:0:0:3:0:8,13/11(2) 6/4(2),,,
240,XGID=-b-BB-B-B--BeC---b-d--b-B-:0:0:-1:61:0:0:3:0:8,13/7 8/7,,,
240,XGID=-b-BB-B-B--BdC---abd--b-B-:0:0:1:00:0:0:3:0:8,,0.411,0.296,1.0
240,XGID=-b-BB-B-B--BdC---abd--b-B-:0:0:1:64:0:0:3:0:8,13/7 11/7,,,
240,XGID=-b-BB-BBB--AdB---abd--b-B-:0:0:-1:11:0:0:3:0:8,24/23(2) 6/5(2),,,
240,XGID=--bBB-BBB--AdB---abbb-b-B-:0:0:1:62:0:0:3:0:8,11/5 7/5,,,
240,XGID=--bBBBBAB---dB---abbb-b-B-:0:0:-1:55:0:0:3:0:8,23/18*(2) 13/8(2),,,
240,XGID=---BBBBbB---bB---cbbb-b-BA:0:0:1:66:0:0:3:0:8,Cannot Move,,,
240,XGID=---BBBBbB---bB---cbbb-b-BA:0:0:-1:D:0:0:3:0:8,,0.924,1.25,1.0
241,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
241,XGID=-b----E-C---eE---c-e----B-:0:0:1:64:0:0:3:0:8,24/18 13/9,,,
241,XGID=-b----E-CA--eD---cAe----A-:0:0:-1:52:0:0:3:0:8,24/22 6/1*,,,
241,XGID=-a-a--E-CA--eD---cAd----aA:0:0:1:32:0:0:3:0:8,Bar/23 6/3*,,,
241,XGID=aa-A--D-CA--eD---cAd---Aa-:0:0:-1:55:0:0:3:0:8,Bar/15 13/8 6/1,,,
241,XGID=-a-A--D-CAa-dD---dAc---Ab-:0:0:1:65:0:0:3:0:8,23/18 9/3,,,
241,XGID=-a-B--D-C-a-dD---dBc----b-:0:0:-1:32:0:0:3:0:8,15/13 8/5,,,
241,XGID=-a-B--D-C---eD---cBca---b-:0:0:1:53:0:0:3:0:8,13/10 13/8,,,
241,XGID=-a-B--D-D-A-eB---cBca---b-:0:0:-1:32:0:0:3:0:8,13/11 8/5,,,
241,XGID=-a-B--D-D-A-dBa--bBcb---b-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
241,XGID=-a-B--DBC-A-dAa--bBcb---b-:0:0:-1:65:0:0:3:0:8,13/8 11/5,,,
241,XGID=-a-B--DBC-A-cA---cBcc---b-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
241,XGID=-a-B--DDB-A-c----cBcc---b-:0:0:-1:62:0:0:3:0:8,13/5,,,
241,XGID=-a-B--DDB-A-b----cBcd---b-:0:0:1:21:0:0:3:0:8,7/5 6/5,,,
241,XGID=-a-B-BCCB-A-b----cBcd---b-:0:0:-1:62:0:0:3:0:8,8/2 6/4,,,
241,XGID=-a-B-BCCB-A-b----bBbda-ab-:0:0:1:D:0:0:3:0:8,,0.852,1.224,1.0
242,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
242,XGID=-b----E-C---eE---c-e----B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
242,XGID=-b--B-D-B---eE---c-e----B-:0:0:-1:63:0:0:3:0:8,24/18 13/10,,,
242,XGID=-a--B-DaB---dE-a-c-e----B-:0:0:1:00:0:0:3:0:8,,0.299,0.138,1.0
242,XGID=-a--B-DaB---dE-a-c-e----B-:0:0:1:51:0:0:3:0:8,13/7*,,,
242,XGID=aa--B-DAB---dD-a-c-e----B-:0:0:-1:65:0:0:3:0:8,Bar/20 24/18*,,,
242,XGID=----BaDaB---dD-a-c-e----BA:0:0:1:64:0:0:3:0:8,Bar/15*,,,
242,XGID=a---BaDaB---dD-A-c-e----B-:0:0:-1:65:0:0:3:0:8,Bar/20 13/7,,,
242,XGID=----BbDaB---cD-A-cae----B-:0:0:1:61:0:0:3:0:8,24/18* 8/7*,,,
242,XGID=b---BbDAA---cD-A-cAe----A-:0:0:-1:41:0:0:3:0:8,Bar/24,,,
242,XGID=aa--BbDAA---cD-A-cAe----A-:0:0:1:00:0:0:3:0:8,,0.385,0.28,1.0
242,XGID=aa--BbDAA---cD-A-cAe----A-:0:0:1:32:0:0:3:0:8,18/15 13/11,,,
242,XGID=aa--BbDAA--AcC-B-c-e----A-:0:0:-1:44:0:0:3:0:8,Cannot Move,,,
242,XGID=aa--BbDAA--AcC-B-c-e----A-:0:0:1:00:0:0:3:0:8,,0.534,0.483,1.0
242,XGID=aa--BbDAA--AcC-B-c-e----A-:0:0:1:44:0:0:3:0:8,13/9(3) 11/7,,,
242,XGID=aa--BbDBAC--c--B-c-e----A-:0:0:-1:55:0:0:3:0:8,Bar/15 6/1*(2),,,
242,XGID=-a--BbDBACa-c--B-c-c----bA:0:0:1:00:0:0:3:0:8,,0.598,0.539,1.0
242,XGID=-a--BbDBACa-c--B-c-c----bA:0:0:1:52:0:0:3:0:8,Bar/20 8/6,,,
242,XGID=-a--BbEB-Ca-c--B-c-cA---b-:0:0:-1:65:0:0:3:0:8,15/4,,,
242,XGID=-a--BbEB-C--c--B-c-cAa--b-:0:0:1:00:0:0:3:0:8,,0.601,0.558,1.0
242,XGID=-a--BbEB-C--c--B-c-cAa--b-:0:0:1:22:0:0:3:0:8,6/2(2),,,
242,XGID=-aB-BbCB-C--c--B-c-cAa--b-:0:0:-1:11:0:0:3:0:8,8/5* 5/4,,,
242,XGID=-aB-BbCB-C--c--B-b-c-b--bA:0:0:1:00:0:0:3:0:8,,0.375,0.24,1.0
242,XGID=-aB-BbCB-C--c--B-b-c-b--bA:0:0:1:51:0:0:3:0:8,Bar/20 9/8,,,
242,XGID=-aB-BbCBAB--c--B-b-cAb--b-:0:0:-1:65:0:0:3:0:8,13/2,,,
242,XGID=-aB-BbCBAB--b--B-b-cAb-ab-:0:0:1:00:0:0:3:0:8,,0.609,0.58,1.0
242,XGID=-aB-BbCBAB--b--B-b-cAb-ab-:0:0:1:44:0:0:3:0:8,20/16 15/11(2) 8/4,,,
242,XGID=-aB-CbCB-B-Bb---Ab-c-b-ab-:0:0:-1:63:0:0:3:0:8,8/5 8/2,,,
242,XGID=-aB-CbCB-B-Bb---A--cab-bb-:1:-1:1:D:0:0:3:0:8,,0.855,0.926,1.0
242,XGID=-aB-CbCB-B-Bb---A--cab-bb-:1:-1:1:51:0:0:3:0:8,16/11 4/3,,,
242,XGID=-aBABbCB-B-Cb------cab-bb-:1:-1:-1:31:0:0:3:0:8,13/10 6/5,,,
242,XGID=-aBABbCB-B-Ca--a---bbb-bb-:1:-1:1:64:0:0:3:0:8,11/7 9/3,,,
242,XGID=-aBBBbCC-A-Ba--a---bbb-bb-:1:-1:-1:52:0:0:3:0:8,13/6,,,
242,XGID=-aBBBbCC-A-B---a---cbb-bb-:1:-1:1:61:0:0:3:0:8,9/2,,,
242,XGID=-aCBBbCC---B---a---cbb-bb-:1:-1:-1:54:0:0:3:0:8,24/20 10/5,,,
242,XGID=--CBBcCC---B-------ccb-bb-:1:-1:1:11:0:0:3:0:8,11/9(2),,,
242,XGID=--CBBcCC-B---------ccb-bb-:1:-1:-1:65:0:0:3:0:8,20/9,,,
242,XGID=--CBBbCC-B------a--ccb-bb-:1:-1:1:55:0:0:3:0:8,9/4(2) 7/2 6/1,,,
242,XGID=-ADBDbBB--------a--ccb-bb-:1:-1:-1:44:0:0:3:0:8,20/4,,,
242,XGID=-ADBDaBB--------a--ccc-bb-:1:-1:1:51:0:0:3:0:8,7/6 7/2,,,
242,XGID=-AEBDaC---------a--ccc-bb-:1:-1:-1:21:0:0:3:0:8,5/3 4/3,,,
242,XGID=-AEBDaC---------a--cbbbbb-:1:-1:1:65:0:0:3:0:8,6/1 6/Off,,,
242,XGID=-BEBDaA---------a--cbbbbb-:1:-1:-1:65:0:0:3:0:8,20/14 9/4,,,
242,XGID=-BEBD-A----a-------cbcbbb-:1:-1:1:62:0:0:3:0:8,6/Off 2/Off,,,
242,XGID=-BDBD------a-------cbcbbb-:1:-1:-1:41:0:0:3:0:8,14/10 6/5,,,
242,XGID=-BDBD----------a---bccbbb-:1:-1:1:42:0:0:3:0:8,4/Off 2/Off,,,
242,XGID=-BCBC----------a---bccbbb-:1:-1:-1:42:0:0:3:0:8,10/6 2/Off,,,
242,XGID=-BCBC--------------cccbab-:1:-1:1:51:0:0:3:0:8,4/Off 1/Off,,,
242,XGID=-ACBB--------------cccbab-:1:-1:-1:42:0:0:3:0:8,4/Off 2/Off,,,
242,XGID=-ACBB--------------ccbb-b-:1:-1:1:43:0:0:3:0:8,4/Off 3/Off,,,
242,XGID=-ACAA--------------ccbb-b-:1:-1:-1:11:0:0:3:0:8,6/5 3/2 1/Off(2),,,
242,XGID=-ACAA--------------bdbaa--:1:-1:1:54:0:0:3:0:8,4/Off 3/Off,,,
242,XGID=-AC----------------bdbaa--:1:-1:-1:64:0:0:3:0:8,6/Off 4/Off,,,
242,XGID=-AC----------------adaaa--:1:-1:1:21:0:0:3:0:8,2/Off 1/Off,,,
242,XGID=--B----------------adaaa--:1:-1:-1:55:0:0:3:0:8,5/Off(4),,,
242,XGID=--B----------------a-aaa--:1:-1:1:33:0:0:3:0:8,2/Off(2),,,
243,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
243,XGID=-b----E-C---eE---c-e----B-:0:0:1:32:0:0:3:0:8,24/21 13/11,,,
243,XGID=-b----E-C--AeD---c-e-A--A-:0:0:-1:64:0:0:3:0:8,24/14*,,,
243,XGID=-a----E-C--aeD---c-e-A--AA:0:0:1:63:0:0:3:0:8,Bar/16,,,
243,XGID=-a----E-C--aeD--Ac-e-A--A-:0:0:-1:00:0:0:3:0:8,,0.306,0.142,1.0
243,XGID=-a----E-C--aeD--Ac-e-A--A-:0:0:-1:43:0:0:3:0:8,14/10 13/10,,,
243,XGID=-a----E-C---dD-bAc-e-A--A-:0:0:1:22:0:0:3:0:8,13/11(2) 6/4(2),,,
243,XGID=-a--B-C-C--BdB-bAc-e-A--A-:0:0:-1:63:0:0:3:0:8,24/18 13/10,,,
243,XGID=----B-CaC--BcB-cAc-e-A--A-:0:0:1:51:0:0:3:0:8,21/16 8/7*,,,
243,XGID=a---B-CAB--BcB-cBc-e----A-:0:0:-1:32:0:0:3:0:8,Bar/22 10/8,,,
243,XGID=---aB-CAB--BcB-bBd-e----A-:0:0:1:43:0:0:3:0:8,7/3* 6/3,,,
243,XGID=a--BB-B-B--BcB-bBd-e----A-:0:0:-1:51:0:0:3:0:8,Bar/24 13/8,,,
243,XGID=-a-BB-B-B--BbB-bBe-e----A-:0:0:1:62:0:0:3:0:8,24/16,,,
243,XGID=-a-BB-B-B--BbB-bCe-e------:0:0:-1:54:0:0:3:0:8,8/4 8/3,,,
243,XGID=-a-BB-B-B--BbB-bCc-e-aa---:0:0:1:52:0:0:3:0:8,16/9,,,
243,XGID=-a-BB-B-BA-BbB-bBc-e-aa---:0:0:-1:53:0:0:3:0:8,8/3 6/3,,,
243,XGID=-a-BB-B-BA-BbB-bBb-d-ac---:0:0:1:22:0:0:3:0:8,13/7 9/7,,,
243,XGID=-a-BB-BBB--BbA-bBb-d-ac---:0:0:-1:41:0:0:3:0:8,13/12* 8/4,,,
243,XGID=-a-BB-BBB--Baa-bBa-d-bc--A:0:0:1:31:0:0:3:0:8,Bar/24 16/13*,,,
243,XGID=aa-BB-BBB--BaA-bAa-d-bc-A-:0:0:-1:31:0:0:3:0:8,Bar/24 4/1*,,,
243,XGID=-b-BB-BBB--BaA-bAa-d-ac-aA:0:0:1:D:0:0:3:0:8,,0.925,1.739,1.0
244,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
244,XGID=-b----E-C---eE---c-e----B-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
244,XGID=-b-B--D-B---eE---c-e----B-:0:0:-1:42:0:0:3:0:8,8/4 6/4,,,
244,XGID=-b-B--D-B---eE---b-d-b--B-:0:0:1:31:0:0:3:0:8,8/5 6/5,,,
244,XGID=-b-B-BC-A---eE---b-d-b--B-:0:0:-1:31:0:0:3:0:8,8/5 6/5,,,
244,XGID=-b-B-BC-A---eE---a-cbb--B-:0:0:1:64:0:0:3:0:8,8/2 6/2,,,
244,XGID=-bBB-BB-----eE---a-cbb--B-:0:0:-1:66:0:0:3:0:8,24/18(2) 13/7(2),,,
244,XGID=--BB-BBb----cE---abcbb--B-:0:0:1:55:0:0:3:0:8,13/3(2),,,
244,XGID=--BD-BBb----cC---abcbb--B-:0:0:-1:D:0:0:3:0:8,,0.961,1.598,1.0
245,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
245,XGID=-b----E-C---eE---c-e----B-:0:0:1:63:0:0:3:0:8,24/18 13/10,,,
245,XGID=-b----E-C-A-eD---cAe----A-:0:0:-1:43:0:0:3:0:8,24/21 13/9,,,
245,XGID=-a--a-E-C-A-dD--acAe----A-:0:0:1:41:0:0:3:0:8,13/9 10/9,,,
245,XGID=-a--a-E-CB--dC--acAe----A-:0:0:-1:32:0:0:3:0:8,24/21 9/7*,,,
245,XGID=----b-E-CB--dC---cae----AA:0:0:1:43:0:0:3:0:8,Bar/18*,,,
245,XGID=a---b-E-CB--dC---cAe----A-:0:0:-1:66:0:0:3:0:8,Cannot Move,,,
245,XGID=a---b-E-CB--dC---cAe----A-:0:0:1:00:0:0:3:0:8,,0.451,0.38,1.0
245,XGID=a---b-E-CB--dC---cAe----A-:0:0:1:41:0:0:3:0:8,18/13,,,
245,XGID=a---b-E-CB--dD---c-e----A-:0:0:-1:21:0:0:3:0:8,Bar/24 13/11,,,
245,XGID=-a--b-E-CB--cDa--c-e----A-:0:0:1:00:0:0:3:0:8,,0.405,0.291,1.0
245,XGID=-a--b-E-CB--cDa--c-e----A-:0:0:1:62:0:0:3:0:8,24/16,,,
245,XGID=-a--b-E-CB--cDa-Ac-e------:0:0:-1:54:0:0:3:0:8,13/9* 9/4,,,
245,XGID=-a--b-E-CB--bDa--c-e-a---A:0:0:1:00:0:0:3:0:8,,0.341,0.195,1.0
245,XGID=-a--b-E-CB--bDa--c-e-a---A:0:0:1:65:0:0:3:0:8,Bar/14*,,,
245,XGID=aa--b-E-CB--bDA--c-e-a----:0:0:-1:21:0:0:3:0:8,Bar/24 13/11*,,,
245,XGID=-b--b-E-CB--aDa--c-e-a---A:0:0:1:00:0:0:3:0:8,,0.501,0.435,1.0
245,XGID=-b--b-E-CB--aDa--c-e-a---A:0:0:1:53:0:0:3:0:8,Bar/22 13/8,,,
245,XGID=-b--b-E-DB--aCa--c-e-aA---:0:0:-1:54:0:0:3:0:8,8/4 8/3*,,,
245,XGID=-b--b-E-DB--aCa--a-e-ba--A:0:0:1:00:0:0:3:0:8,,0.448,0.342,1.0
245,XGID=-b--b-E-DB--aCa--a-e-ba--A:0:0:1:63:0:0:3:0:8,Bar/22* 22/16,,,
245,XGID=ab--b-E-DB--aCa-Aa-e-b----:0:0:-1:55:0:0:3:0:8,Bar/5,,,
245,XGID=-b--b-E-DB--aCa-Aa-eab----:0:0:1:00:0:0:3:0:8,,0.619,0.548,1.0
245,XGID=-b--b-E-DB--aCa-Aa-eab----:0:0:1:62:0:0:3:0:8,16/14* 14/8,,,
245,XGID=ab--b-E-EB--aC---a-eab----:0:0:-1:42:0:0:3:0:8,Bar/21 13/11,,,
245,XGID=-b--c-E-EB---Ca--a-eab----:0:0:1:00:0:0:3:0:8,,0.584,0.506,1.0
245,XGID=-b--c-E-EB---Ca--a-eab----:0:0:1:42:0:0:3:0:8,13/9 8/6,,,
245,XGID=-b--c-F-DC---Ba--a-eab----:0:0:-1:54:0:0:3:0:8,8/3 6/2,,,
245,XGID=-b--c-F-DC---Ba----dabaa--:0:0:1:00:0:0:3:0:8,,0.693,0.674,1.0
245,XGID=-b--c-F-DC---Ba----dabaa--:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
245,XGID=-b-Bc-E-CC---Ba----dabaa--:0:0:-1:51:0:0:3:0:8,21/15,,,
245,XGID=-b-Bb-E-CCa--Ba----dabaa--:0:0:1:00:0:0:3:0:8,,0.681,0.625,1.0
245,XGID=-b-Bb-E-CCa--Ba----dabaa--:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
245,XGID=-b-Bb-EBBCa--Aa----dabaa--:0:0:-1:66:0:0:3:0:8,21/15 21/3,,,
245,XGID=-b-B--EBBCb--Aa----dabba--:0:0:1:D:0:0:3:0:8,,0.942,1.06,1.0
246,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
246,XGID=-b----E-C---eE---c-e----B-:0:0:1:32:0:0:3:0:8,24/21 13/11,,,
246,XGID=-b----E-C--AeD---c-e-A--A-:0:0:-1:63:0:0:3:0:8,13/4*,,,
246,XGID=-b----E-C--AdD---c-e-a--AA:0:0:1:65:0:0:3:0:8,Bar/14,,,
246,XGID=-b----E-C--AdDA--c-e-a--A-:0:0:-1:66:0:0:3:0:8,24/18(2) 13/7(2),,,
246,XGID=------EbC--AbDA--cbe-a--A-:0:0:1:22:0:0:3:0:8,13/11(2) 6/4(2),,,
246,XGID=----B-CbC--CbBA--cbe-a--A-:0:0:-1:00:0:0:3:0:8,,0.368,0.252,1.0
246,XGID=----B-CbC--CbBA--cbe-a--A-:0:0:-1:51:0:0:3:0:8,8/3 4/3,,,
246,XGID=----B-CbC--CbBA--bbe--b-A-:0:0:1:62:0:0:3:0:8,14/6,,,
246,XGID=----B-DbC--CbB---bbe--b-A-:0:0:-1:00:0:0:3:0:8,,0.429,0.336,1.0
246,XGID=----B-DbC--CbB---bbe--b-A-:0:0:-1:51:0:0:3:0:8,13/7,,,
246,XGID=----B-DbC--CaB---bce--b-A-:0:0:1:22:0:0:3:0:8,6/2(2),,,
246,XGID=--B-B-BbC--CaB---bce--b-A-:0:0:-1:00:0:0:3:0:8,,0.404,0.291,1.0
246,XGID=--B-B-BbC--CaB---bce--b-A-:0:0:-1:64:0:0:3:0:8,13/3,,,
246,XGID=--B-B-BbC--C-B---bce--c-A-:0:0:1:53:0:0:3:0:8,24/16,,,
246,XGID=--B-B-BbC--C-B--Abce--c---:0:0:-1:51:0:0:3:0:8,6/1 3/2,,,
246,XGID=--B-B-BbC--C-B--Abcd--baa-:0:0:1:42:0:0:3:0:8,16/10,,,
246,XGID=--B-B-BbC-AC-B---bcd--baa-:0:0:-1:42:0:0:3:0:8,7/5 6/2,,,
246,XGID=--B-B-BbC-AC-B---bbca-bba-:0:0:1:52:0:0:3:0:8,10/3,,,
246,XGID=--BAB-BbC--C-B---bbca-bba-:0:0:-1:21:0:0:3:0:8,7/5 6/5,,,
246,XGID=--BAB-BbC--C-B---babc-bba-:0:0:1:32:0:0:3:0:8,8/3,,,
246,XGID=--BBB-BbB--C-B---babc-bba-:0:0:-1:62:0:0:3:0:8,8/6 7/1,,,
246,XGID=--BBB-BbB--C-B---a-cc-bbb-:0:0:1:31:0:0:3:0:8,11/8 6/5,,,
246,XGID=--BBBAAbC--B-B---a-cc-bbb-:0:0:-1:33:0:0:3:0:8,18/15(2) 6/3(2),,,
246,XGID=--BBBAA-C-bB-B---a-ac-dbb-:0:0:1:51:0:0:3:0:8,8/7 8/3,,,
246,XGID=--BCBAAAA-bB-B---a-ac-dbb-:1:1:-1:D:0:0:3:0:8,,0.682,0.863,1.0
246,XGID=--BCBAAAA-bB-B---a-ac-dbb-:1:1:-1:31:0:0:3:0:8,8/4,,,
246,XGID=--BCBAAAA-bB-B-----acadbb-:1:1:1:52:0:0:3:0:8,11/6 7/5,,,
246,XGID=--BCBBB-A-bA-B-----acadbb-:1:1:-1:62:0:0:3:0:8,15/13 15/9,,,
246,XGID=--BCBBB-A--AaB--a--acadbb-:1:1:1:43:0:0:3:0:8,13/10 13/9,,,
246,XGID=--BCBBB-AAAAa---a--acadbb-:1:1:-1:41:0:0:3:0:8,9/4,,,
246,XGID=--BCBBB-AAAAa------acbdbb-:1:1:1:64:0:0:3:0:8,11/5 9/5,,,
246,XGID=--BCBDB-A-A-a------acbdbb-:1:1:-1:43:0:0:3:0:8,13/6,,,
246,XGID=--BCBDB-A-A--------bcbdbb-:1:1:1:54:0:0:3:0:8,10/5 8/4,,,
246,XGID=--BCCEB------------bcbdbb-:1:1:-1:52:0:0:3:0:8,5/Off 2/Off,,,
246,XGID=--BCCEB------------bbbdab-:1:1:1:22:0:0:3:0:8,4/Off 2/Off(2),,,
246,XGID=---CBEB------------bbbdab-:1:1:-1:66:0:0:3:0:8,6/Off(2) 5/Off(2),,,
246,XGID=---CBEB--------------bdab-:1:1:1:42:0:0:3:0:8,6/Off,,,
246,XGID=---CBEA--------------bdab-:1:1:-1:61:0:0:3:0:8,4/Off 1/Off,,,
246,XGID=---CBEA--------------adaa-:1:1:1:31:0:0:3:0:8,3/2 3/Off,,,
246,XGID=--AABEA--------------adaa-:1:1:-1:65:0:0:3:0:8,4/Off 3/Off,,,
246,XGID=--AABEA---------------caa-:1:1:1:52:0:0:3:0:8,5/Off 2/Off,,,
246,XGID=---ABDA---------------caa-:1:1:-1:64:0:0:3:0:8,3/Off(2),,,
246,XGID=---ABDA---------------aaa-:1:1:1:66:0:0:3:0:8,6/Off 5/Off(3),,,
246,XGID=---ABA----------------aaa-:1:1:-1:42:0:0:3:0:8,3/Off 2/Off,,,
246,XGID=---ABA------------------a-:1:1:1:41:0:0:3:0:8,4/Off 3/2,,,
246,XGID=--A-AA------------------a-:1:1:-1:43:0:0:3:0:8,1/Off,,,
247,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
247,XGID=-b----E-C---eE---c-e----B-:0:0:1:54:0:0:3:0:8,24/20 13/8,,,
247,XGID=-b----E-D---eD---c-eA---A-:0:0:-1:65:0:0:3:0:8,24/13,,,
247,XGID=-a----E-D---fD---c-eA---A-:0:0:1:42:0:0:3:0:8,24/20 13/11,,,
247,XGID=-a----E-D--AfC---c-eB-----:0:0:-1:61:0:0:3:0:8,13/7 8/7,,,
247,XGID=-a----E-D--AeC---bbeB-----:0:0:1:21:0:0:3:0:8,13/11 6/5,,,
247,XGID=-a---AD-D--BeB---bbeB-----:0:0:-1:43:0:0:3:0:8,24/20* 13/10,,,
247,XGID=-----aD-D--BdB-a-bbeB----A:0:0:1:53:0:0:3:0:8,Bar/22 20/15*,,,
247,XGID=a----aD-D--BdB-A-bbeA-A---:0:0:-1:32:0:0:3:0:8,Bar/20,,,
247,XGID=-----bD-D--BdB-A-bbeA-A---:0:0:1:63:0:0:3:0:8,20/11,,,
247,XGID=-----bD-D--CdB-A-bbe--A---:0:0:-1:43:0:0:3:0:8,7/3* 6/3,,,
247,XGID=-----bD-D--CdB-A-bad--b--A:0:0:1:53:0:0:3:0:8,Bar/20 11/8,,,
247,XGID=-----bD-E--BdB-A-badA-b---:0:0:-1:65:0:0:3:0:8,13/8 13/7,,,
247,XGID=-----bD-E--BbB-A-cbdA-b---:0:0:1:44:0:0:3:0:8,20/16 15/11 8/4(2),,,
247,XGID=----BbD-C--CbB--Acbd--b---:0:0:-1:41:0:0:3:0:8,13/9* 8/7,,,
247,XGID=----BbD-C--CaB--abcd--b--A:0:0:1:61:0:0:3:0:8,Bar/24 8/2,,,
247,XGID=--A-BbD-B--CaB--abcd--b-A-:0:0:-1:21:0:0:3:0:8,7/5 6/5,,,
247,XGID=--A-BbD-B--CaB--abbcb-b-A-:0:0:1:64:0:0:3:0:8,13/7 11/7,,,
247,XGID=--A-BbDBB--BaA--abbcb-b-A-:0:0:-1:D:0:0:3:0:8,,0.859,1.148,1.0
248,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
248,XGID=-b----E-C---eE---c-e----B-:0:0:1:64:0:0:3:0:8,24/18 13/9,,,
248,XGID=-b----E-CA--eD---cAe----A-:0:0:-1:43:0:0:3:0:8,24/21 13/9,,,
248,XGID=-a--a-E-CA--dD--acAe----A-:0:0:1:00:0:0:3:0:8,,0.255,0.061,1.0
248,XGID=-a--a-E-CA--dD--acAe----A-:0:0:1:42:0:0:3:0:8,8/4* 6/4,,,
